Pertanyaan,Pilihan Ganda,Jawaban
"15. Dalam konsep Optimal Value Proposition (OVP), pihak yang harus diperhatikan adalah…","A. Konsumen, perusahaan, pesaing
B. Konsumen, perusahaan, mitra (collaborators)
C. Perusahaan, pesaing, regulator
D. Konsumen, pemerintah, distributor
E. Perusahaan, investor, kompetitor",b
"16. Produk dikategorikan sebagai berwujud (tangible), sedangkan layanan dikategorikan sebagai","A. Dapat dipindahkan kepemilikannya
B. Tidak berwujud (intangible) 
C. Mudah diukur kualitasnya
D. Selalu tahan lama
E. Memerlukan interaksi langsung dengan pelanggan",b
17. Mengapa gaya (style) sering lebih relevan untuk produk mewah dibanding produk utilitarian?,"A. Karena gaya meningkatkan efisiensi
B. Karena gaya memberi nilai emosional dan ekspresif pada produk
C. Karena gaya menentukan umur pakai produk
D. Karena gaya mengurangi biaya produksi
E. Karena gaya membedakan produk dari pesaing (diferensiasi pasar)",b
"18. Jika sebuah perusahaan memperpanjang masa simpan produk untuk mengurangi biaya distribusi, maka faktor mana dari kerangka kerja 5C yang paling dominan dipertimbangkan?","A. Pelanggan
B. Perusahaan
C. Mitra kerja
D. Pesaing
E. Pemerintah atau regulator",c
"19. Dalam strategi kustomisasi produk, apa kompromi utama dari kustomisasi berbasis segmen?","A. Produk menjadi lebih mahal
B. Produk lebih sedikit tetapi tetap relevan untuk kelompok konsumen tertentu
C. Produk tidak bisa bersaing dengan pesaing global
D. Produk tidak dapat diproduksi massal
E. Risiko pasar lebih tinggi karena tergantung pada segmen konsumen tertentu",b
20. Mengapa perusahaan yang sukses sering mengintegrasikan produk dengan layanan (contoh: Apple dengan AppleCare)?,"A. Untuk menurunkan harga jual produk
B. Untuk memperpanjang pengalaman konsumen dan menciptakan nilai tambah
C. Untuk membatasi variasi produk di pasar
D. Untuk memudahkan distribusi
E. Untuk meningkatkan loyalitas pelanggan dan keunggulan kompetitif",b
1. Salah satu karakteristik utama layanan yang membedakannya dari produk adalah …,"A. Dapat disimpan dalam jangka panjang
B. Mudah dipindahkan kepemilikannya
C. Bersifat tidak berwujud (intangiblE. 
D. Dapat diukur sebelum digunakan
E. Selalu tahan lama",c
2. Salah satu tantangan utama dalam mengelola layanan dibanding produk adalah …,"A. Memastikan konsistensi kualitas layanan
B. Mengatur biaya produksi
C. Meningkatkan kapasitas mesin
D Mengurangi biaya distribusi fisik
E. Menambah stok barang di gudang",a
3. Keputusan yang terkait dengan “kemudahan penggunaan” produk sering kali penting karena …,"A. Semakin banyak fitur selalu meningkatkan kepuasan konsumen
B. Konsumen lebih suka desain kompleks
C. Fitur yang berlebihan justru bisa mengurangi kepuasan
D. Produk dengan desain rumit lebih mudah dipasarkan
E. Semua konsumen memiliki pengetahuan yang sama",c
4. Branding dianggap sebagai proses penciptaan nilai karena …,"A.  Hanya berfokus pada penurunan harga
B. Mengurangi biaya distribusi
C. Menciptakan makna emosional di benak konsumen
D. Selalu menghilangkan pesaing
E. Menekankan aspek fungsional produk semata",c
"5. Pendekatan pengukuran ekuitas merek yang menilai dari biaya promosi, distribusi, dan iklan disebut …","A. Market-based approach
B.  Cost-based approach
C. Financial-based approach
D. Brand association approach
E. Awareness-based approach",b
Manajemen produk dan layanan sebagai proses penciptaan nilai dipengaruhi oleh kerangka kerja 5-C. Manakah yang termasuk dalam 5-C tersebut?,"A. Customer, Company, Creativity, Competitor, Culture
B. Customer, Company, Collaborator, Competitor, Context
C. Consumer, Cost, Communication, Competitor, Control
D. Customer, Company, Capital, Competitor, Concept
E. Customer, Condition, Collaborator, Competitor, Cost",b
"Dalam keputusan produk dan layanan, aspek keandalan merujuk pada…","A. Tingkat kustomisasi produk sesuai kebutuhan pelanggan
B. Konsistensi produk dalam memenuhi standar
C. Probabilitas produk beroperasi sesuai spesifikasi tanpa gangguan
D. Penampilan luar dan gaya produk
E. Kemudahan penggunaan produk",c
Manakah fungsi utama dari kemasan produk?,"A. Hanya sebagai pelindung produk
B. Sebagai media promosi dan identitas merek
C. Untuk melindungi, memudahkan distribusi, memberi informasi, serta promosi
D. Hanya untuk mempercantik tampilan produk
E. Untuk mengganti fungsi brand",c
Contoh perusahaan Indonesia yang menggunakan umbrella branding adalah…,"A. Unilever Indonesia
B. Telkomsel
C. Indofood CBP
D. Wings Food
E. Danone",b
Contoh ekstensi merek vertikal di Indonesia adalah…,"A. Gojek mengembangkan GoPay dan GoSend
B. Indomie meluncurkan varian premium Indomie Real Meat
C. Unilever meluncurkan Sunsilk dan Pepsodent
D. Telkomsel meluncurkan kartu simPATI dan AS
E. Indofood membuat Chitato",b
"Dalam kerangka kerja 5-C untuk merancang produk dan layanan, lima faktor kunci yang harus dipertimbangkan adalah:","A. Customer, Company, Competitor, Collaborator, Context
B. Cost, Customer, Company, Channel, Competition
C. Customer, Cost, Channel, Communication, Competition
D. Company, Capital, Customer, Channel, Competition
E. Communication, Cost, Customer, Company, Competitor",a
Contoh perusahaan yang menerapkan strategi branding payung (umbrella branding) adalah:,"A. Procter & Gamble dengan Tide, Cheer, dan Bold
B. General Motors dengan Chevrolet dan Cadillac
C. General Electric dengan satu merek untuk hampir semua produk
D. Sears dengan Kenmore dan Craftsman
E. Campbell dengan Campbell's dan Pepperidge Farm",c
"Dalam konteks brand equity, dimensi yang mencerminkan kecenderungan konsumen untuk tetap memilih suatu merek meskipun banyak alternatif disebut:","A. Brand awareness
B. Perceived quality
C. Brand loyalty
D. Brand associations
E. Proprietary assets",c
Pendekatan finansial (Financial-Based Approach) dalam mengukur ekuitas merek menghitung nilai merek dengan cara:,"A. Mengestimasi biaya yang dikeluarkan untuk membangun merek
B. Membandingkan harga produk bermerek dengan produk generik
C. Mengestimasi nilai kini bersih (NPV) dari arus kas masa depan yang diatribusikan kepada merek
D. Menghitung jumlah konsumen yang mengenal merek
E. Mengukur tingkat kepuasan pelanggan",c
Reposisi merek adalah strategi untuk:,"A. Menghapus merek lama dan menciptakan merek baru
B. Mengubah identitas, citra, atau makna yang melekat pada sebuah merek
C. Memperluas merek ke kategori produk lain
D. Menurunkan harga produk secara permanen
E. Menghentikan produksi produk lama",b
Strategi penetrasi harga biasanya digunakan ketika,"A. Produk baru dengan kompetisi rendah
B. Produk baru dan ingin cepat menguasai pasar
C. Produk lama dengan loyalitas pelanggan tinggi
D. Produk mewah dengan citra premium
E. Produk dengan biaya produksi tinggi",b
Konsep value-based pricing menekankan pada,"A. Harga berdasarkan biaya produksi
B. Harga mengikuti pesaing
C. Harga sesuai dengan persepsi nilai konsumen
D. Harga ditentukan oleh pemerintah
E. Harga tetap tanpa fleksibilitas",c
Price skimming cocok digunakan untuk,"A. Produk dengan siklus hidup pendek dan inovasi tinggi
B. Produk massal dengan persaingan ketat
C. Produk kebutuhan pokok
D. Produk jasa pemerintah
E. Produk dengan substitusi banyak",a
Diskon musiman merupakan strategi harga yang bertujuan,"A. Meningkatkan profit margin
B. Mengurangi permintaan
C. Meratakan penjualan sepanjang tahun
D. Menjaga harga tetap stabil
E. Mengurangi biaya distribusi",c
Strategi harga psikologis (misalnya Rp99.999) bertujuan,"A. Menurunkan biaya produksi
B. Membuat harga terlihat lebih murah di mata konsumen
C. Menghindari persaingan
D. Menstabilkan margin keuntungan
E. Mematuhi regulasi pemerintah",b
Program insentif dalam pemasaran bertujuan untuk,"A. Mengurangi loyalitas pelanggan
B. Meningkatkan motivasi konsumen dan distributor
C. Menggantikan strategi harga
D. Membatasi akses konsumen
E. Mengurangi biaya promosi",b
Contoh insentif berbasis konsumen adalah,"A. Bonus penjualan untuk tenaga sales
B. Potongan harga langsung untuk pembeli
C. Komisi agen distribusi
D. Skema margin reseller
E. Target penjualan bulanan karyawan",b
Salah satu kelemahan insentif penjualan jangka pendek adalah,"A. Tidak meningkatkan penjualan
B. Menurunkan loyalitas jangka panjang
C. Meningkatkan ekuitas merek
D. Memperluas pangsa pasar
E. Menurunkan persaingan",b
Program loyalty card bertujuan untuk,"A. Menarik konsumen baru semata
B. Mengikat pelanggan agar berbelanja berulang
C. Mengurangi biaya distribusi
D. Menekan harga produk
E. Menghindari regulasi pajak",b
Insentif yang ditujukan kepada saluran distribusi biasanya berbentuk,"A. Cashback konsumen
B. Kupon belanja
C. Diskon dagang atau rabat
D. Program undian konsumen
E. Harga psikologis",c
"Menurut jurnal pemasaran strategik, strategi harga berbasis nilai dapat meningkatkan","A. Efisiensi produksi
B. Persepsi keadilan harga oleh konsumen
C. Harga seragam di pasar global
D. Tekanan biaya distribusi
E. Regulasi pemerintah",b
Studi akademis menunjukkan bahwa insentif yang paling efektif adalah yang,"A. Sifatnya jangka panjang dan membangun loyalitas
B. Sifatnya jangka pendek
C. Tidak memerlukan monitoring
D. Tidak terkait dengan kinerja
E. Sama untuk semua konsumen",a
Penelitian mengenai dynamic pricing menegaskan bahwa,"A. Harga harus selalu tetap
B. Harga berubah sesuai permintaan, waktu, atau konsumen
C. Harga harus mengikuti kompetitor utama
D. Harga tidak berhubungan dengan data digital
E. Harga dipengaruhi semata oleh biaya",b
Jurnal perilaku konsumen menyebutkan bahwa insentif berlebihan dapat,"A. Meningkatkan loyalitas jangka panjang
B. Menurunkan persepsi kualitas produk
C. Meningkatkan citra premium
D. Menstabilkan brand positioning
E. Memperkuat asosiasi merek positif",b
"Menurut literatur, integrasi harga dan insentif yang optimal akan menghasilkan","A. Biaya promosi lebih tinggi
B. Profitabilitas jangka panjang
C. Harga seragam di semua pasar
D. Diskon musiman konstan
E. Loyalitas yang lemah",b
Perusahaan e-commerce sering menggunakan flash sale untuk,"A. Mengurangi loyalitas pelanggan
B. Menghabiskan stok sekaligus menarik pelanggan baru
C. Menstabilkan harga pasar
D. Mengurangi promosi digital
E. Membatasi akses distribusi",b
"Sebuah perusahaan elektronik ""Gamma"" meluncurkan produk terbarunya di pasar Indonesia yang sangat kompetitif. Mereka mempertimbangkan untuk memotong harga secara agresif guna merebut pangsa pasar dari pemimpin pasar. Berdasarkan teori dalam makalah tentang ""Memahami dan Menghindari Perang Harga"", manakah skenario yang PALING MUNGKIN justru akan memicu perang harga yang merugikan bagi ""Gamma"" dan seluruh industri?","A. Gamma memotong harga secara terbatas untuk varian entry-level, sementara varian premiumnya tetap mempertahankan harga tinggi dan diferensiasi fitur.
B. Gamma memotong harga setelah memverifikasi bahwa penurunan harga pesaing hanya bersifat sementara untuk membersihkan stok lama.
C. Gamma memotong harga di sebuah segmen pasar yang memiliki produk terdiferensiasi lemah, loyalitas pelanggan rendah, dan pertumbuhan pasar stagnan.
D. Gamma meluncurkan program loyalitas non-moneter (seperti garansi extended) alih-alih memotong harga langsung.
E. Gamma hanya menurunkan harga untuk produk-produknya yang memiliki struktur biaya variabel yang sangat rendah.",c
Kasus Tesla dengan dynamic pricing menekankan bahwa perusahaan,"A. Selalu menetapkan harga tetap
B. Menyesuaikan harga berdasarkan permintaan pasar dan kondisi persaingan
C. Tidak pernah memberi diskon
D. Menetapkan harga hanya dari biaya
E. Menolak strategi insentif",b
"Jurnal Fenneman et al. (2022) menghasilkan temuan null results (tidak signifikan) untuk kedua efek psikologis harga, yaitu Left-Digit Effect (LDE) dan Perceptual Fluency Effect (PFE). Manakah implikasi strategis yang PALING TEPAT dan KONSISTEN dengan temuan jurnal tersebut bagi seorang manajer pemasaran?","A. Mengalihkan seluruh anggaran promosi untuk meningkatkan intensitas penggunaan harga just-below (misal, Rp 19.999) karena efeknya ternyata lebih kompleks dan perlu diperkuat.
B. Tetap menggunakan harga rounded (misal, Rp 20.000) untuk semua produk kelas premium karena dianggap lebih jujur dan mudah diingat.
C. Mengabaikan sama sekali faktor psikologis dalam penetapan harga dan hanya berfokus pada perhitungan biaya dan margin.
D. Tidak mengandalkan psychological pricing sebagai strategi tunggal, dan lebih memprioritaskan pembangunan nilai intrinsik produk melalui diferensiasi, kualitas, dan pengalaman pelanggan.
E. Menyimpulkan bahwa semua teori pricing psikologis sudah tidak berlaku lagi di era digital dan beralih sepenuhnya ke dynamic pricing berbasis AI.",d
"Berdasarkan studi kasus Apple, perusahaan menerapkan harga yang lebih tinggi untuk iPhone di India dibandingkan dengan AS, meskipun daya beli konsumen di India lebih rendah. Tindakan ini paling tepat mencerminkan penerapan konsep pricing yang mana, dengan mempertimbangkan kerangka ""Lima C"" (Customers, Company, Collaborators, Competitors, Context)?","A. Price Penetration, untuk merebut pangsa pasar secara agresif dari pesaing lokal seperti Xiaomi.
B. Competitive Parity Pricing, dengan menyesuaikan harga tepat di atas pesaing utama di pasar India.
C. Value-Based Pricing, karena nilai yang dirasakan konsumen India terhadap produk Apple lebih tinggi.
D. Cost-Plus Pricing, sebagai cara untuk menutup biaya produksi dan distribusi yang tinggi.
E. Geographical Price Discrimination, yang dipengaruhi secara dominan oleh faktor Context seperti pajak impor, biaya distribusi, dan struktur persaingan lokal.",e
Apa yang dimaksud dengan pendekatan penetapan harga cost-plus?,"A. Menetapkan harga berdasarkan harga pesaing
B. Menetapkan harga berdasarkan kesediaan pelanggan membayar
C. Menentukan harga dengan menambahkan markup tetap pada biaya penawaran 
D. Menentukan harga sesuai regulasi pemerintah
E. Menetapkan harga berdasarkan loyalitas pelanggan",c
Faktor manakah yang tidak termasuk dalam “Lima C” dalam proses penetapan harga?,"A. Pelanggan
B. Perusahaan
C. Mitra
D. Kompetitor
E. Keuangan pribadi pemilik",e
Strategi harga skim (skimming pricing) dilakukan dengan cara…,"A. Menetapkan harga rendah untuk meningkatkan volume penjualan
B. Menetapkan harga tinggi untuk menangkap segmen pasar atas 
C. Menetapkan harga sesuai harga pesaing
D. Menetapkan harga berdasarkan diskon besar-besaran
E. Menetapkan harga sama untuk semua segmen pasar",b
"Dalam konteks sensitivitas harga, permintaan yang elastis berarti…","A. Perubahan harga tidak memengaruhi volume penjualan
B. Perubahan kecil harga menyebabkan perubahan besar pada volume penjualan 
C. Volume penjualan selalu meningkat meski harga naik
D. Harga hanya ditentukan oleh pesaing
E. Permintaan konsumen tidak dapat diprediksi",b
Salah satu efek psikologis harga adalah efek tingkatan hargA. Contoh penerapannya adalah…,"A. Menetapkan harga berdasarkan total biaya produksi
B. Menetapkan harga Rp1.999 yang dianggap berbeda jauh dari Rp2.000 
C. Memberikan diskon loyalitas kepada pelanggan tetap
D. Menentukan harga berdasarkan biaya pesaing
E. Menjual produk premium dengan harga lebih murah",b
"Jika sebuah perusahaan ingin menggunakan insentif untuk menghadapi situasi resesi ekonomi yang menurunkan daya beli konsumen, faktor ""Lima C"" manakah yang paling dominan dipertimbangkan?","A. Customers 
B. Company 
C. Competitors 
D. Context 
E. Collaborators",d
"Dalam kerangka “Lima C” pengelolaan insentif, kondisi di mana mitra distribusi seringkali memaksa produsen untuk memberikan konsesi dalam bentuk insentif. Hal ini menegaskan bahwa insentif dalam kasus tersebut berfungsi sebagai?","A. Strategi diferensiasi merek untuk konsumen akhir 
B. Alat menjaga kesetaraan kompetitif terhadap pesaing langsung 
C. Mekanisme alokasi nilai dalam rantai distribusi 
D. Upaya mendorong permintaan konsumen 
E. Kompensasi internal bagi tenaga penjual",c
"Sebuah perusahaan fashion menghadapi tekanan dari pesaing yang agresif memberikan diskon. Perusahaan ingin tetap kompetitif tanpa merusak citra premium. Jika ditinjau dari kerangka “Lima C”, faktor yang paling menekankan pentingnya menjaga eksklusivitas merek sambil tetap menawarkan insentif adalah","A. Customers 
B. Company 
C. Competitors 
D. Context 
E. Collaborators",b
"Pemberian bonus kepada tenaga penjual internal. Jika dikaji dari perspektif teori insentif, praktik ini bertujuan utama untuk?","A. Mengurangi biaya akuisisi pelanggan 
B. Meningkatkan motivasi dan produktivitas internal 
C. Memperkuat ekuitas merek perusahaan 
D. Menekan ancaman kompetitor yang menawarkan promosi sejenis 
E. Menjaga kesesuaian strategi push dan pull di saluran distribusi",b
"Perusahaan mengadopsi strategi Everyday Low Price (EDLP). Berdasarkan teori insentif, implikasi strategi tersebut terhadap penggunaan insentif adalah","A. Perusahaan akan semakin sering menggunakan insentif moneter untuk menjaga daya tarik harga
B. Insentif yang digunakan terbatas karena konsistensi harga rendah sudah menjadi proposisi nilai utama
C. Perusahaan mengutamakan insentif non-moneter untuk menjaga citra premium
D. Insentif difokuskan pada tenaga kerja internal untuk mencapai target penjualan
E. Perusahaan meningkatkan kombinasi push dan pull promotion untuk distribusi",b
Shopee dan Tokopedia sering menawarkan cashback dan kupon belanja kepada pelanggan untuk meningkatkan pembelian. Jenis insentif yang digunakan dalam kasus ini adalah …,"A. Program loyalitas non-moneter
B. Kontes dan undian berhadiah
C. Insentif moneter pelanggan
D. Insentif non-moneter kolaborator
E. Insentif karyawan perusahaan",c
Pemerintah bekerja sama dengan ritel modern untuk memberikan slotting allowance bagi produk UMKM agar mendapat posisi rak yang lebih strategis di toko. Tujuan utama insentif ini adalah …,"A. Meningkatkan loyalitas konsumen melalui promosi media sosial
B. Memberikan potongan harga langsung kepada pembeli akhir
C. Mendorong kolaborator agar mau menyimpan dan menampilkan produk UMKM
D. Mengurangi biaya produksi bagi produsen
E. Memberikan hadiah bagi pelanggan setia",c
Sebuah perusahaan memberikan perjalanan liburan gratis kepada tenaga penjual yang mencapai target penjualan tertinggi. Bentuk insentif ini termasuk …,"A. Insentif non-moneter kolaborator
B. Insentif moneter pelanggan
C. Insentif non-moneter karyawan
D. Insentif moneter karyawan
E. Insentif pull untuk pelanggan",c
Gojek dan Grab memberikan poin yang dapat ditukar dengan potongan harga perjalanan atau voucher belanja bagi pelanggan setiA. Jenis insentif yang digunakan adalah …,"A. Insentif non-moneter pelanggan
B. Program loyalitas pelanggan
C. Insentif moneter kolaborator
D. Insentif non-moneter karyawan
E. Insentif push bagi distributor",b
Sebuah perusahaan air minum dalam kemasan (AMDK) mengadakan program penukaran botol bekas dengan poin yang dapat ditukar menjadi voucher belanjA. Program ini termasuk strategi promosi …,"A. Push, karena melibatkan distributor untuk memperluas saluran distribusi
B. Pull, karena mengarahkan promosi langsung ke pelanggan akhir
C. Push, karena meningkatkan persediaan produk di gudang
D. Pull, karena meningkatkan motivasi tenaga penjualan
E. Push, karena fokus pada pemberian slotting allowance di ritel",b
Perang harga lebih mungkin terjadi apabila…,"A. Produk memiliki diferensiasi tinggi
B. Pasar sedang bertumbuh pesat
C. Loyalitas pelanggan sangat kuat
D. Produk homogen dan mudah digantikan
E. Biaya peralihan pelanggan tinggi",d
Salah satu dampak negatif utama dari perang harga adalah…,"A. Peningkatan ekuitas merek
B. Penurunan sensitivitas harga konsumen
C. Peningkatan margin keuntungan
D. Penurunan profitabilitas perusahaan
E. Peningkatan diferensiasi produk",d
Strategi yang dapat digunakan perusahaan untuk menghindari perang harga yang merugikan adalah…,"A. Selalu menurunkan harga mengikuti pesaing
B. Mengabaikan kondisi pasar dan fokus internal
C. Memverifikasi terlebih dahulu ancaman harga pesaing
D. Menghapus diferensiasi produk dari pasar
E. Mengorbankan margin untuk jangka panjang",c
Mengapa perang harga sering dianggap sebagai “kemenangan Pyrrhic” bagi perusahaan?,"A. Karena meningkatkan loyalitas pelanggan secara permanen
B. Karena meskipun menang, perusahaan kehilangan keuntungan besar
C. Karena perusahaan selalu berhasil merebut pasar baru
D. Karena pesaing tidak mampu merespons penurunan harga
E. Karena menguatkan brand positioning jangka panjang",b
Perusahaan dengan struktur biaya rendah lebih cenderung…,"A. Menghindari perang harga karena margin sudah tinggi
B. Terlibat dalam perang harga untuk memperoleh skala ekonomi
C. Menggunakan strategi psikologis harga untuk diferensiasi
D. Meninggalkan pasar yang kompetitif
E. Menetapkan harga premium untuk segmen eksklusif",b
